Timestamp,Vz(m/s),Voltage(V),Current(A),Power(W),TargetVz(m/s)
2026-06-18 16:39:33,2.951,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.949,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.949,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.949,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.947,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.947,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.944,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.944,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.944,12.587,30.82,387.931,3.0
2026-06-18 16:39:34,2.943,12.587,30.9,388.938,3.0
2026-06-18 16:39:34,2.943,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.944,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.944,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.944,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.948,12.587,30.99,390.071,3.0
2026-06-18 16:39:35,2.948,12.587,30.99,390.071,3.0
2026-06-18 16:39:35,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.952,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.954,12.587,30.9,388.938,3.0
2026-06-18 16:39:35,2.954,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.955,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.955,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.955,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:36,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.957,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:37,2.956,12.587,30.9,388.938,3.0
2026-06-18 16:39:38,2.955,12.587,30.9,388.938,3.0
